Blue Line,FF00A1DE,11 , 17 , 20 , 22 , 21 , 20 , 20 , 20 , 20 , 20 , 22 , 25 , 27 , 22 , 19 , 17 , 16 , 15 , 13 , 41 , 143 , 77 , 71 , 95 , 72 , 79 , 88 , 81 , 65 , 46 , 56 , 50 , 62 , 55 , 84 , 51 , 106 , 85
Blue Line,FF00A1DE,7 , 15 , 19 , 23 , 23 , 20 , 20 , 20 , 20 , 20 , 21 , 23 , 27 , 23 , 20 , 17 , 16 , 16 , 14 , 60 , 130 , 83 , 68 , 82 , 92 , 58 , 90 , 89 , 66 , 68 , 61 , 54 , 57 , 52 , 95 , 94 , 96 , 126
Pink Line,FFE27EA6,6 , 13 , 15 , 16 , 16 , 15 , 15 , 15 , 15 , 15 , 16 , 17 , 17 , 16 , 15 , 14 , 13 , 13 , 12 , 119 , 93 , 95 , 69 , 105 , 69 , 113 , 137 , 106 , 94 , 87 , 71 , 110 , 76 , 75 , 71 , 68 , 89 , 80
Orange Line,FFF9461C,7 , 14 , 16 , 17 , 17 , 17 , 17 , 17 , 17 , 17 , 18 , 19 , 19 , 18 , 17 , 16 , 13 , 12 , 11 , 109 , 69 , 63 , 52 , 56 , 25 , 54 , 160 , 56 , 58 , 31 , 59 , 84 , 27 , 37 , 38 , 34 , 74 , 49
Brown Line,FF62361B,7 , 12 , 19 , 24 , 20 , 18 , 17 , 17 , 18 , 20 , 20 , 21 , 24 , 21 , 18 , 17 , 17 , 16 , 15 , 180 , 86 , 83 , 63 , 52 , 95 , 71 , 62 , 84 , 80 , 46 , 63 , 59 , 64 , 66 , 49 , 60 , 53 , 55
Brown Line,FF62361B,8 , 13 , 19 , 24 , 19 , 18 , 17 , 17 , 18 , 20 , 20 , 21 , 24 , 20 , 17 , 17 , 17 , 16 , 15 , 203 , 89 , 80 , 67 , 51 , 90 , 59 , 65 , 75 , 73 , 41 , 65 , 57 , 65 , 64 , 47 , 58 , 48 , 48
Brown Line,FF62361B,9 , 13 , 20 , 24 , 19 , 17 , 17 , 17 , 19 , 20 , 20 , 21 , 24 , 20 , 17 , 17 , 17 , 16 , 15 , 202 , 96 , 79 , 65 , 47 , 90 , 56 , 67 , 73 , 63 , 31 , 63 , 58 , 63 , 65 , 49 , 52 , 46 , 45
Brown Line,FF62361B,11 , 15 , 23 , 24 , 19 , 17 , 17 , 17 , 19 , 20 , 20 , 22 , 24 , 19 , 17 , 17 , 17 , 16 , 15 , 153 , 135 , 82 , 62 , 51 , 105 , 65 , 74 , 78 , 20 , 8 , 57 , 58 , 46 , 71 , 60 , 49 , 39 , 45
Brown Line,FF62361B,13 , 16 , 23 , 23 , 19 , 17 , 17 , 17 , 19 , 20 , 20 , 23 , 23 , 19 , 17 , 17 , 17 , 16 , 15 , 215 , 193 , 67 , 55 , 49 , 143 , 76 , 70 , 74 , 17 , 10 , 65 , 56 , 48 , 95 , 74 , 47 , 25 , 46
Brown Line,FF62361B,6 , 12 , 18 , 23 , 20 , 18 , 17 , 17 , 18 , 19 , 20 , 21 , 23 , 21 , 18 , 17 , 17 , 16 , 15 , 169 , 78 , 82 , 64 , 57 , 87 , 83 , 56 , 86 , 86 , 44 , 72 , 61 , 64 , 67 , 46 , 55 , 60 , 56
Brown Line,FF62361B,10 , 14 , 22 , 24 , 19 , 17 , 17 , 17 , 19 , 20 , 20 , 22 , 24 , 20 , 17 , 17 , 17 , 16 , 15 , 146 , 116 , 86 , 64 , 49 , 100 , 60 , 73 , 78 , 34 , 16 , 57 , 59 , 47 , 62 , 52 , 45 , 38 , 43
Pink Line,FFE27EA6,7 , 14 , 16 , 16 , 16 , 15 , 15 , 15 , 15 , 16 , 16 , 17 , 17 , 16 , 15 , 14 , 13 , 13 , 12 , 126 , 90 , 99 , 68 , 110 , 66 , 104 , 145 , 110 , 97 , 92 , 73 , 113 , 73 , 79 , 73 , 72 , 93 , 83
Pink Line,FFE27EA6,9 , 14 , 16 , 16 , 16 , 15 , 15 , 15 , 15 , 16 , 16 , 18 , 17 , 16 , 15 , 14 , 13 , 13 , 12 , 128 , 85 , 95 , 61 , 107 , 62 , 77 , 161 , 114 , 98 , 96 , 71 , 110 , 62 , 70 , 72 , 79 , 92 , 75
Pink Line,FFE27EA6,9 , 14 , 16 , 16 , 16 , 15 , 15 , 15 , 15 , 16 , 16 , 18 , 17 , 16 , 15 , 14 , 13 , 13 , 12 , 121 , 81 , 90 , 65 , 114 , 67 , 73 , 160 , 118 , 100 , 101 , 68 , 110 , 62 , 70 , 76 , 85 , 101 , 72
Pink Line,FFE27EA6,11 , 14 , 16 , 16 , 16 , 15 , 15 , 15 , 15 , 16 , 16 , 16 , 16 , 15 , 14 , 14 , 14 , 13 , 12 , 97 , 58 , 93 , 77 , 143 , 69 , 110 , 139 , 168 , 127 , 142 , 76 , 114 , 86 , 95 , 87 , 109 , 99 , 80
Pink Line,FFE27EA6,13 , 14 , 16 , 16 , 16 , 15 , 15 , 15 , 15 , 16 , 16 , 17 , 16 , 15 , 14 , 14 , 14 , 13 , 13 , 76 , 61 , 83 , 52 , 130 , 63 , 80 , 107 , 178 , 129 , 114 , 94 , 124 , 85 , 104 , 113 , 116 , 103 , 96
Pink Line,FFE27EA6,9 , 14 , 16 , 16 , 16 , 15 , 15 , 15 , 15 , 16 , 16 , 18 , 17 , 16 , 15 , 14 , 13 , 13 , 12 , 126 , 78 , 97 , 61 , 107 , 65 , 71 , 160 , 110 , 94 , 94 , 71 , 107 , 60 , 70 , 71 , 79 , 93 , 70
Pink Line,FFE27EA6,11 , 14 , 16 , 16 , 16 , 15 , 15 , 15 , 15 , 16 , 16 , 16 , 16 , 15 , 14 , 14 , 14 , 13 , 12 , 90 , 56 , 93 , 75 , 142 , 90 , 104 , 136 , 160 , 120 , 145 , 77 , 114 , 89 , 91 , 86 , 106 , 96 , 78
Pink Line,FFE27EA6,12 , 14 , 16 , 16 , 16 , 15 , 15 , 15 , 15 , 16 , 16 , 17 , 16 , 15 , 14 , 14 , 14 , 13 , 12 , 76 , 63 , 85 , 69 , 145 , 73 , 93 , 126 , 182 , 110 , 121 , 69 , 121 , 86 , 104 , 102 , 114 , 108 , 87
Green Line,FF009B3A,5 , 13 , 15 , 16 , 16 , 15 , 14 , 15 , 15 , 16 , 17 , 18 , 17 , 16 , 14 , 13 , 13 , 12 , 11 , 112 , 85 , 72 , 73 , 79 , 59 , 84 , 104 , 50 , 65 , 34 , 64 , 69 , 55 , 50 , 61 , 68 , 71 , 111
Green Line,FF009B3A,5 , 13 , 16 , 17 , 16 , 15 , 15 , 15 , 16 , 16 , 17 , 18 , 18 , 17 , 15 , 14 , 13 , 13 , 12 , 121 , 92 , 78 , 79 , 85 , 64 , 91 , 112 , 54 , 70 , 36 , 69 , 75 , 60 , 54 , 66 , 73 , 77 , 120
Green Line,FF009B3A,7 , 14 , 16 , 17 , 16 , 15 , 15 , 15 , 16 , 16 , 18 , 18 , 18 , 16 , 14 , 14 , 14 , 12 , 12 , 7 , 23 , 48 , 69 , 39 , 19 , 71 , 62 , 35 , 41 , 32 , 55 , 37 , 32 , 29 , 32 , 56 , 44 , 135
Green Line,FF009B3A,7 , 14 , 16 , 17 , 16 , 15 , 15 , 16 , 16 , 16 , 17 , 18 , 18 , 17 , 15 , 14 , 13 , 12 , 12 , 121 , 68 , 74 , 69 , 80 , 50 , 54 , 118 , 53 , 70 , 37 , 62 , 70 , 51 , 45 , 59 , 74 , 78 , 142
Green Line,FF009B3A,4 , 12 , 15 , 17 , 16 , 15 , 14 , 15 , 15 , 16 , 17 , 18 , 18 , 17 , 16 , 14 , 13 , 12 , 12 , 215 , 90 , 109 , 91 , 117 , 147 , 164 , 149 , 125 , 142 , 142 , 86 , 92 , 130 , 103 , 76 , 163 , 156 , 93
Green Line,FF009B3A,6 , 12 , 15 , 17 , 16 , 15 , 14 , 14 , 15 , 16 , 17 , 17 , 19 , 17 , 16 , 14 , 13 , 13 , 12 , 188 , 102 , 109 , 96 , 142 , 172 , 207 , 186 , 136 , 140 , 127 , 82 , 90 , 147 , 125 , 85 , 203 , 110 , 60
Green Line,FF009B3A,4 , 7 , 8 , 8 , 8 , 7 , 7 , 7 , 8 , 8 , 8 , 9 , 9 , 8 , 8 , 6 , 8 , 6 , 6 , 281 , 231 , 361 , 103 , 691 , 442 , 873 , 838 , 379 , 245 , 393 , 141 , 96 , 433 , 431 , 423 , 404 , 32 , 28
Red Line,FFC60C30,9 , 18 , 22 , 27 , 23 , 22 , 23 , 23 , 23 , 24 , 25 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 20 , 50 , 86 , 65 , 52 , 87 , 66 , 56 , 60 , 58 , 44 , 45 , 63 , 52 , 44 , 56 , 34 , 55 , 46 , 75
Red Line,FFC60C30,10 , 19 , 23 , 27 , 22 , 22 , 23 , 23 , 23 , 24 , 25 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 20 , 52 , 84 , 67 , 53 , 90 , 70 , 58 , 63 , 58 , 45 , 44 , 63 , 52 , 45 , 57 , 33 , 53 , 48 , 77
Red Line,FFC60C30,11 , 19 , 23 , 27 , 22 , 22 , 23 , 23 , 23 , 24 , 25 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 20 , 54 , 79 , 67 , 53 , 92 , 71 , 57 , 62 , 53 , 44 , 43 , 59 , 51 , 43 , 56 , 33 , 49 , 45 , 79
Red Line,FFC60C30,12 , 19 , 24 , 27 , 22 , 22 , 23 , 23 , 23 , 24 , 25 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 19 , 52 , 73 , 64 , 53 , 95 , 70 , 61 , 59 , 49 , 47 , 39 , 53 , 50 , 41 , 54 , 32 , 49 , 41 , 79
Red Line,FFC60C30,14 , 19 , 24 , 27 , 22 , 22 , 23 , 23 , 23 , 24 , 26 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 19 , 61 , 62 , 52 , 52 , 86 , 66 , 53 , 49 , 44 , 53 , 44 , 41 , 49 , 36 , 55 , 29 , 41 , 45 , 81
Red Line,FFC60C30,15 , 19 , 25 , 26 , 22 , 22 , 23 , 23 , 23 , 24 , 26 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 19 , 60 , 64 , 48 , 53 , 74 , 61 , 43 , 44 , 41 , 48 , 42 , 39 , 45 , 39 , 50 , 17 , 38 , 48 , 86
Red Line,FFC60C30,16 , 19 , 26 , 26 , 22 , 22 , 23 , 23 , 23 , 25 , 26 , 26 , 25 , 24 , 22 , 22 , 21 , 21 , 19 , 22 , 67 , 46 , 54 , 59 , 29 , 43 , 42 , 29 , 37 , 51 , 45 , 36 , 39 , 47 , 14 , 43 , 45 , 94
Red Line,FFC60C30,10 , 19 , 20 , 21 , 22 , 22 , 23 , 23 , 23 , 23 , 25 , 28 , 31 , 25 , 23 , 22 , 21 , 20 , 20 , 123 , 79 , 78 , 72 , 65 , 49 , 118 , 60 , 82 , 68 , 58 , 68 , 55 , 93 , 107 , 61 , 68 , 55 , 59
Red Line,FFC60C30,11 , 20 , 20 , 21 , 22 , 22 , 23 , 23 , 23 , 24 , 25 , 29 , 31 , 24 , 23 , 22 , 21 , 20 , 20 , 133 , 84 , 76 , 70 , 65 , 49 , 136 , 65 , 82 , 66 , 50 , 73 , 58 , 98 , 87 , 74 , 62 , 54 , 60
Red Line,FFC60C30,14 , 20 , 20 , 21 , 22 , 22 , 23 , 23 , 23 , 24 , 26 , 29 , 30 , 24 , 22 , 22 , 21 , 20 , 20 , 133 , 92 , 74 , 48 , 58 , 39 , 122 , 63 , 73 , 68 , 38 , 79 , 63 , 82 , 73 , 72 , 58 , 46 , 55
Red Line,FFC60C30,15 , 20 , 20 , 21 , 23 , 22 , 23 , 23 , 23 , 24 , 26 , 30 , 30 , 23 , 23 , 22 , 21 , 20 , 20 , 67 , 76 , 56 , 46 , 43 , 33 , 94 , 41 , 42 , 59 , 46 , 74 , 66 , 68 , 50 , 68 , 54 , 19 , 55
Red Line,FFC60C30,17 , 21 , 21 , 22 , 23 , 22 , 24 , 24 , 23 , 24 , 26 , 32 , 29 , 23 , 23 , 22 , 21 , 21 , 20 , 0 , 63 , 51 , 1 , 34 , 1 , 1 , 0 , 13 , 11 , 2 , 83 , 94 , 17 , 5 , 0 , 0 , 14 , 61
Red Line,FFC60C30,10 , 18 , 23 , 27 , 23 , 22 , 23 , 23 , 23 , 24 , 25 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 20 , 52 , 89 , 67 , 54 , 90 , 68 , 58 , 62 , 60 , 45 , 46 , 65 , 53 , 45 , 58 , 35 , 57 , 48 , 77
Red Line,FFC60C30,12 , 19 , 23 , 27 , 22 , 22 , 23 , 23 , 23 , 24 , 25 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 19 , 52 , 75 , 65 , 53 , 94 , 71 , 60 , 60 , 49 , 46 , 40 , 55 , 50 , 42 , 54 , 32 , 49 , 42 , 79
Red Line,FFC60C30,13 , 19 , 24 , 27 , 22 , 22 , 23 , 23 , 23 , 24 , 25 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 19 , 51 , 69 , 59 , 51 , 94 , 67 , 57 , 54 , 48 , 48 , 40 , 50 , 49 , 39 , 56 , 30 , 46 , 41 , 79
Red Line,FFC60C30,14 , 19 , 25 , 27 , 22 , 22 , 23 , 23 , 23 , 24 , 26 , 26 , 26 , 24 , 22 , 22 , 21 , 21 , 19 , 61 , 62 , 51 , 52 , 84 , 66 , 47 , 47 , 43 , 54 , 44 , 42 , 49 , 36 , 55 , 28 , 42 , 47 , 80
Red Line,FFC60C30,16 , 19 , 25 , 26 , 22 , 22 , 23 , 23 , 23 , 24 , 26 , 26 , 25 , 24 , 22 , 22 , 21 , 21 , 19 , 57 , 65 , 48 , 53 , 70 , 58 , 41 , 43 , 39 , 47 , 41 , 38 , 45 , 40 , 49 , 15 , 37 , 47 , 90
Red Line,FFC60C30,7 , 18 , 20 , 21 , 22 , 22 , 22 , 23 , 23 , 23 , 25 , 28 , 31 , 26 , 23 , 22 , 21 , 20 , 20 , 151 , 62 , 76 , 77 , 76 , 65 , 100 , 64 , 74 , 74 , 56 , 66 , 52 , 78 , 102 , 73 , 64 , 66 , 58
Red Line,FFC60C30,13 , 20 , 20 , 21 , 22 , 22 , 23 , 23 , 23 , 24 , 26 , 29 , 30 , 24 , 23 , 22 , 21 , 20 , 20 , 130 , 89 , 73 , 53 , 62 , 43 , 126 , 64 , 69 , 67 , 45 , 78 , 60 , 92 , 73 , 74 , 60 , 57 , 59
Red Line,FFC60C30,16 , 21 , 21 , 21 , 23 , 22 , 23 , 23 , 23 , 24 , 26 , 31 , 29 , 23 , 23 , 22 , 21 , 21 , 20 , 3 , 55 , 47 , 0 , 31 , 1 , 1 , 2 , 21 , 6 , 27 , 68 , 73 , 24 , 4 , 22 , 12 , 16 , 37
Red Line,FFC60C30,9 , 19 , 20 , 21 , 22 , 22 , 23 , 23 , 23 , 23 , 25 , 28 , 31 , 25 , 23 , 22 , 21 , 20 , 20 , 118 , 74 , 80 , 75 , 66 , 54 , 112 , 60 , 80 , 71 , 63 , 66 , 54 , 88 , 108 , 66 , 74 , 60 , 57
Red Line,FFC60C30,8 , 18 , 20 , 21 , 22 , 22 , 22 , 23 , 23 , 23 , 25 , 28 , 31 , 25 , 23 , 22 , 21 , 20 , 20 , 133 , 71 , 79 , 76 , 72 , 63 , 106 , 62 , 78 , 73 , 63 , 67 , 53 , 83 , 104 , 74 , 68 , 63 , 56
Red Line,FFC60C30,9 , 19 , 20 , 21 , 22 , 22 , 23 , 23 , 23 , 23 , 25 , 28 , 31 , 25 , 23 , 22 , 21 , 20 , 20 , 119 , 78 , 78 , 72 , 65 , 49 , 117 , 59 , 82 , 67 , 60 , 67 , 55 , 91 , 109 , 64 , 70 , 55 , 57
Red Line,FFC60C30,13 , 20 , 20 , 21 , 22 , 22 , 23 , 23 , 23 , 24 , 26 , 29 , 30 , 24 , 22 , 22 , 21 , 20 , 20 , 126 , 91 , 71 , 50 , 61 , 41 , 122 , 63 , 71 , 68 , 42 , 78 , 61 , 89 , 70 , 73 , 56 , 53 , 57
Red Line,FFC60C30,14 , 20 , 21 , 21 , 22 , 22 , 23 , 23 , 23 , 24 , 26 , 30 , 30 , 24 , 22 , 22 , 21 , 20 , 20 , 113 , 81 , 60 , 45 , 45 , 31 , 96 , 58 , 61 , 67 , 45 , 79 , 65 , 77 , 60 , 70 , 56 , 26 , 53
Brown Line,FF62361B,6 , 12 , 18 , 23 , 20 , 18 , 17 , 17 , 18 , 19 , 20 , 21 , 23 , 21 , 18 , 17 , 17 , 16 , 15 , 167 , 78 , 82 , 65 , 57 , 86 , 84 , 56 , 86 , 87 , 44 , 73 , 62 , 64 , 68 , 46 , 55 , 61 , 56
Brown Line,FF62361B,7 , 12 , 19 , 24 , 20 , 18 , 17 , 17 , 18 , 20 , 20 , 21 , 24 , 21 , 18 , 17 , 17 , 16 , 15 , 184 , 87 , 83 , 64 , 51 , 95 , 69 , 63 , 82 , 78 , 46 , 64 , 59 , 63 , 66 , 48 , 60 , 51 , 54
Brown Line,FF62361B,8 , 13 , 20 , 24 , 19 , 18 , 17 , 17 , 18 , 20 , 20 , 21 , 24 , 20 , 17 , 17 , 17 , 16 , 15 , 208 , 88 , 78 , 67 , 49 , 88 , 55 , 64 , 74 , 72 , 41 , 64 , 57 , 65 , 63 , 48 , 58 , 46 , 46
